Site;Date de relevé;Energie consommée (kWh);Date;PE(kg);Année;Mois;KWh/Kg
PTWE49;;;2023-10-11;4353.624;2023;10;
PTWE89;2023-10-11;5148.0;2023-10-11;1722.58;2023;10;2.988540445146234
PTWE35;2023-10-12;36585.0;2023-10-12;11062.82;2023;10;3.307022983289975
PTWE42 Andrézieux;2023-10-12;5245.0;2023-10-12;2015.0;2023;10;2.6029776674937963
PTWE49;;;2023-10-12;3769.92;2023;10;
PTWE89;2023-10-12;4922.0;2023-10-12;1717.48;2023;10;2.8658266762931737
PTWE35;2023-10-13;31977.0;2023-10-13;10972.68;2023;10;2.9142379072387055
PTWE42 Andrézieux;2023-10-13;2318.0;2023-10-13;2264.8;2023;10;1.023489932885906
PTWE49;;;2023-10-13;5567.76;2023;10;
PTWE89;2023-10-13;2896.0;2023-10-13;;2023;10;
PTWE35;2023-10-14;0.0;2023-10-14;;2023;10;
PTWE42 Andrézieux;2023-10-14;0.0;2023-10-14;;2023;10;
PTWE89;2023-10-14;0.0;2023-10-14;;2023;10;
PTWE35;2023-10-15;2600.0;2023-10-15;;2023;10;
PTWE42 Andrézieux;2023-10-15;1122.0;2023-10-15;;2023;10;
PTWE89;2023-10-15;0.0;2023-10-15;;2023;10;
PTWE35;2023-10-16;39996.0;2023-10-16;11734.34;2023;10;3.408457569833497
PTWE42 Andrézieux;2023-10-16;5667.0;2023-10-16;1448.8;2023;10;3.911512976256212
PTWE49;;;2023-10-16;5289.68;2023;10;
PTWE89;2023-10-16;4713.0;2023-10-16;860.44;2023;10;5.4774301520152475
PTWE35;2023-10-17;37961.0;2023-10-17;10537.248;2023;10;3.6025535320038022
PTWE42 Andrézieux;2023-10-17;5218.0;2023-10-17;1837.4;2023;10;2.839882442581909
PTWE49;;;2023-10-17;6871.04;2023;10;
PTWE89;2023-10-17;5082.0;2023-10-17;1115.08;2023;10;4.5575205366431115
PTWE35;2023-10-18;37732.0;2023-10-18;10352.692000000001;2023;10;3.644655902059097
PTWE42 Andrézieux;2023-10-18;5558.0;2023-10-18;2032.4;2023;10;2.7346978941153317
PTWE49;;;2023-10-18;7117.44;2023;10;
PTWE89;2023-10-18;4920.0;2023-10-18;2818.16;2023;10;1.7458199676384591
PTWE35;2023-10-19;39793.0;2023-10-19;12199.112000000001;2023;10;3.261958739291843
PTWE42 Andrézieux;2023-10-19;5300.0;2023-10-19;2305.0;2023;10;2.299349240780911
PTWE49;;;2023-10-19;7201.92;2023;10;
PTWE89;2023-10-19;5097.0;2023-10-19;1488.8400000000001;2023;10;3.4234706214233896
PTWE35;2023-10-20;34721.0;2023-10-20;11572.24;2023;10;3.0003698506080068
PTWE42 Andrézieux;2023-10-20;4519.0;2023-10-20;3235.0;2023;10;1.3969088098918083
PTWE49;;;2023-10-20;6661.512;2023;10;
PTWE89;2023-10-20;2801.0;2023-10-20;729.9200000000001;2023;10;3.837406839105655
PTWE35;2023-10-21;0.0;2023-10-21;;2023;10;
PTWE42 Andrézieux;2023-10-21;0.0;2023-10-21;;2023;10;
PTWE89;2023-10-21;0.0;2023-10-21;;2023;10;
PTWE35;2023-10-22;1788.0;2023-10-22;;2023;10;
PTWE42 Andrézieux;2023-10-22;872.0;2023-10-22;;2023;10;
PTWE89;2023-10-22;0.0;2023-10-22;;2023;10;
PTWE35;2023-10-23;35858.0;2023-10-23;12223.76;2023;10;2.9334672801167563
PTWE42 Andrézieux;2023-10-23;5767.0;2023-10-23;6623.6;2023;10;0.8706745576423697
PTWE49;;;2023-10-23;4674.208;2023;10;
PTWE89;2023-10-23;5131.0;2023-10-23;1323.48;2023;10;3.8769002931665004
PTWE35;2023-10-24;38677.0;2023-10-24;8026.12;2023;10;4.81889131984072
PTWE42 Andrézieux;2023-10-24;5842.0;2023-10-24;2889.6;2023;10;2.021733111849391
PTWE49;;;2023-10-24;6563.392;2023;10;
PTWE89;2023-10-24;4985.0;2023-10-24;;2023;10;
PTWE35;2023-10-25;39664.0;2023-10-25;9815.34;2023;10;4.041021503075798
PTWE42 Andrézieux;2023-10-25;;2023-10-25;3246.0;2023;10;
PTWE49;;;2023-10-25;6698.208;2023;10;
PTWE89;2023-10-25;4885.0;2023-10-25;;2023;10;
PTWE35;2023-10-26;35101.0;2023-10-26;12859.98;2023;10;2.729475473523287
PTWE42 Andrézieux;2023-10-26;;2023-10-26;3356.0;2023;10;
PTWE49;;;2023-10-26;6785.152;2023;10;
PTWE89;2023-10-26;4986.0;2023-10-26;1292.88;2023;10;3.8565064043066637
PTWE35;2023-10-27;0.0;2023-10-27;11614.968;2023;10;0.0
PTWE42 Andrézieux;2023-10-27;;2023-10-27;1648.0;2023;10;
PTWE49;;;2023-10-27;5626.544;2023;10;
PTWE89;2023-10-27;1903.0;2023-10-27;1882.88;2023;10;1.0106857579877633
PTWE35;2023-10-28;0.0;2023-10-28;;2023;10;
PTWE42 Andrézieux;2023-10-28;;2023-10-28;;2023;10;
PTWE89;2023-10-28;0.0;2023-10-28;;2023;10;
PTWE35;2023-10-29;1977.0;2023-10-29;;2023;10;
PTWE42 Andrézieux;2023-10-29;;2023-10-29;;2023;10;
PTWE89;2023-10-29;0.0;2023-10-29;;2023;10;
PTWE35;2023-10-30;33902.0;2023-10-30;;2023;10;
PTWE42 Andrézieux;2023-10-30;;2023-10-30;2105.6;2023;10;
PTWE89;2023-10-30;3886.0;2023-10-30;;2023;10;
PTWE35;2023-10-31;31319.0;2023-10-31;9102.34;2023;10;3.4407635838696424
PTWE42 Andrézieux;2023-10-31;;2023-10-31;2315.2;2023;10;
PTWE49;;;2023-10-31;6447.32;2023;10;
PTWE89;2023-10-31;4878.0;2023-10-31;;2023;10;
PTWE35;2023-11-01;1952.0;2023-11-01;;2023;11;
PTWE42 Andrézieux;2023-11-01;;2023-11-01;;2023;11;
PTWE89;2023-11-01;0.0;2023-11-01;;2023;11;
PTWE35;2023-11-02;32105.0;2023-11-02;8744.42;2023;11;3.671484215076586
PTWE42 Andrézieux;2023-11-02;;2023-11-02;2314.0;2023;11;
PTWE49;;;2023-11-02;5506.16;2023;11;
PTWE89;2023-11-02;4909.0;2023-11-02;3761.74;2023;11;1.3049812055059626
PTWE35;2023-11-03;27665.0;2023-11-03;9146.012;2023;11;3.0248156245585505
PTWE42 Andrézieux;2023-11-03;;2023-11-03;1909.0;2023;11;
PTWE49;;;2023-11-03;3614.072;2023;11;
PTWE89;2023-11-03;985.0;2023-11-03;67.44;2023;11;14.605575326215897
PTWE35;2023-11-04;0.0;2023-11-04;;2023;11;
PTWE42 Andrézieux;2023-11-04;;2023-11-04;;2023;11;
PTWE89;2023-11-04;0.0;2023-11-04;;2023;11;
PTWE35;2023-11-05;2963.0;2023-11-05;;2023;11;
PTWE42 Andrézieux;2023-11-05;;2023-11-05;;2023;11;
PTWE89;2023-11-05;0.0;2023-11-05;;2023;11;
PTWE35;2023-11-06;39343.0;2023-11-06;9674.312;2023;11;4.066749139370324
PTWE42 Andrézieux;2023-11-06;;2023-11-06;1619.0;2023;11;
PTWE49;;;2023-11-06;4785.264;2023;11;
PTWE89;2023-11-06;1613.0;2023-11-06;89.88;2023;11;17.946150422785937
PTWE35;2023-11-07;38691.0;2023-11-07;11040.492;2023;11;3.504463388044663
PTWE42 Andrézieux;2023-11-07;;2023-11-07;2261.0;2023;11;
PTWE49;;;2023-11-07;6627.103999999999;2023;11;
PTWE89;2023-11-07;1758.0;2023-11-07;;2023;11;
PTWE35;2023-11-08;23617.0;2023-11-08;11012.372000000001;2023;11;2.1445879234737073
PTWE42 Andrézieux;2023-11-08;;2023-11-08;2898.0;2023;11;
PTWE49;;;2023-11-08;6256.447999999999;2023;11;
PTWE89;2023-11-08;4994.0;2023-11-08;;2023;11;
PTWE35;2023-11-09;37145.0;2023-11-09;6257.818;2023;11;5.935775057695829
PTWE42 Andrézieux;2023-11-09;0.0;2023-11-09;2743.0;2023;11;0.0
PTWE49;;;2023-11-09;7221.984;2023;11;
PTWE89;2023-11-09;5104.0;2023-11-09;1396.44;2023;11;3.6550084500587205
PTWE35;2023-11-10;37500.0;2023-11-10;10095.890000000001;2023;11;3.7143827834891225
PTWE42 Andrézieux;2023-11-10;3752.0;2023-11-10;2436.0;2023;11;1.5402298850574712
PTWE49;;;2023-11-10;7056.3679999999995;2023;11;
PTWE89;2023-11-10;3288.0;2023-11-10;2151.42;2023;11;1.528292941406141
PTWE35;2023-11-11;0.0;2023-11-11;;2023;11;
PTWE42 Andrézieux;2023-11-11;0.0;2023-11-11;;2023;11;
PTWE89;2023-11-11;0.0;2023-11-11;;2023;11;
PTWE35;2023-11-12;1297.0;2023-11-12;;2023;11;
PTWE42 Andrézieux;2023-11-12;153.0;2023-11-12;;2023;11;
PTWE89;2023-11-12;0.0;2023-11-12;;2023;11;
PTWE35;2023-11-13;34072.0;2023-11-13;11916.0;2023;11;2.8593487747566297
PTWE42 Andrézieux;2023-11-13;4698.0;2023-11-13;2071.0;2023;11;2.268469338483824
PTWE49;;;2023-11-13;6362.048;2023;11;
PTWE89;2023-11-13;5150.0;2023-11-13;1353.48;2023;11;3.805006353991193
PTWE35;2023-11-14;36511.0;2023-11-14;8224.55;2023;11;4.439270233629804
PTWE42 Andrézieux;2023-11-14;5702.0;2023-11-14;1177.0;2023;11;4.8445199660152936
PTWE49;;;2023-11-14;4547.928;2023;11;
PTWE89;2023-11-14;5036.0;2023-11-14;1353.48;2023;11;3.720779028873718
PTWE35;2023-11-15;31355.0;2023-11-15;10770.86;2023;11;2.911095307152818
PTWE42 Andrézieux;2023-11-15;6297.0;2023-11-15;2629.0;2023;11;2.3952073031570937
PTWE49;;;2023-11-15;4610.32;2023;11;
PTWE89;2023-11-15;4942.0;2023-11-15;1510.6;2023;11;3.271547729379055
PTWE35;2023-11-16;29413.0;2023-11-16;9480.83;2023;11;3.102365510192673
PTWE42 Andrézieux;2023-11-16;7445.0;2023-11-16;2859.8;2023;11;2.603328904119169
PTWE49;;;2023-11-16;4405.28;2023;11;
PTWE89;2023-11-16;0.0;2023-11-16;1119.92;2023;11;0.0
PTWE35;2023-11-17;0.0;2023-11-17;8080.8099999999995;2023;11;0.0
PTWE42 Andrézieux;2023-11-17;4909.0;2023-11-17;3931.6;2023;11;1.248601078441347
PTWE49;;;2023-11-17;5224.5599999999995;2023;11;
PTWE89;2023-11-17;689.0;2023-11-17;;2023;11;
PTWE35;2023-11-18;0.0;2023-11-18;;2023;11;
PTWE42 Andrézieux;2023-11-18;0.0;2023-11-18;;2023;11;
PTWE89;2023-11-18;0.0;2023-11-18;;2023;11;
PTWE35;2023-11-19;2381.0;2023-11-19;;2023;11;
PTWE42 Andrézieux;2023-11-19;196.0;2023-11-19;;2023;11;
PTWE89;2023-11-19;0.0;2023-11-19;;2023;11;
PTWE35;2023-11-20;34400.0;2023-11-20;;2023;11;
PTWE42 Andrézieux;2023-11-20;6068.0;2023-11-20;3504.4;2023;11;1.7315374957196668
PTWE89;2023-11-20;4951.0;2023-11-20;;2023;11;
PTWE35;2023-11-21;34722.0;2023-11-21;8645.972;2023;11;4.015974143797829
PTWE42 Andrézieux;2023-11-21;5913.0;2023-11-21;2876.8;2023;11;2.055408787541713
PTWE49;;;2023-11-21;5044.16;2023;11;
PTWE89;2023-11-21;4942.0;2023-11-21;1142.76;2023;11;4.324617592495362
PTWE35;2023-11-22;34421.0;2023-11-22;9286.57;2023;11;3.706535351588369
PTWE42 Andrézieux;2023-11-22;6130.0;2023-11-22;3039.8;2023;11;2.0165800381604053
PTWE49;;;2023-11-22;4714.688;2023;11;
PTWE89;2023-11-22;5095.0;2023-11-22;1254.88;2023;11;4.060149177610608
PTWE35;2023-11-23;36110.0;2023-11-23;8453.3;2023;11;4.271704541421694
PTWE42 Andrézieux;2023-11-23;5009.0;2023-11-23;3027.0;2023;11;1.654773703336637
PTWE49;;;2023-11-23;2339.92;2023;11;
PTWE89;2023-11-23;5001.0;2023-11-23;2599.76;2023;11;1.9236391051481674
PTWE35;2023-11-24;33457.0;2023-11-24;9113.75;2023;11;3.671046495679605
PTWE42 Andrézieux;2023-11-24;3460.0;2023-11-24;2421.6;2023;11;1.428807400066072
PTWE49;;;2023-11-24;3776.6079999999997;2023;11;
PTWE89;2023-11-24;1845.0;2023-11-24;1030.0;2023;11;1.7912621359223302
PTWE35;2023-11-25;0.0;2023-11-25;;2023;11;
PTWE42 Andrézieux;2023-11-25;;2023-11-25;;2023;11;
PTWE89;2023-11-25;0.0;2023-11-25;;2023;11;
PTWE35;2023-11-26;2170.0;2023-11-26;;2023;11;
PTWE42 Andrézieux;2023-11-26;;2023-11-26;;2023;11;
PTWE89;2023-11-26;81.0;2023-11-26;;2023;11;
PTWE35;2023-11-27;38496.0;2023-11-27;10491.53;2023;11;3.6692455723807678
PTWE42 Andrézieux;2023-11-27;;2023-11-27;1809.0;2023;11;
PTWE49;;;2023-11-27;3100.152;2023;11;
PTWE89;2023-11-27;4986.0;2023-11-27;;2023;11;
PTWE35;2023-11-28;38622.0;2023-11-28;9386.71;2023;11;4.1145406644074445
PTWE42 Andrézieux;2023-11-28;;2023-11-28;2094.0;2023;11;
PTWE49;;;2023-11-28;3948.8239999999996;2023;11;
PTWE89;2023-11-28;4990.0;2023-11-28;1164.88;2023;11;4.283703042373463
PTWE35;2023-11-29;38856.0;2023-11-29;10031.852;2023;11;3.8732628830648617
PTWE42 Andrézieux;2023-11-29;;2023-11-29;3383.0;2023;11;
PTWE49;;;2023-11-29;5621.88;2023;11;
PTWE89;2023-11-29;5055.0;2023-11-29;2749.76;2023;11;1.838342255324101
PTWE35;2023-11-30;33760.0;2023-11-30;10244.582;2023;11;3.295400437031008
PTWE42 Andrézieux;2023-11-30;;2023-11-30;3064.0;2023;11;
PTWE49;;;2023-11-30;3492.2799999999997;2023;11;
PTWE89;2023-11-30;3370.0;2023-11-30;;2023;11;
PTWE35;2023-12-01;35017.0;2023-12-01;8794.912;2023;12;3.98150658016817
PTWE42 Andrézieux;2023-12-01;;2023-12-01;2861.4;2023;12;
PTWE49;;;2023-12-01;3518.064;2023;12;
PTWE89;2023-12-01;360.0;2023-12-01;644.88;2023;12;0.5582433941198363
PTWE35;2023-12-02;0.0;2023-12-02;10763.972;2023;12;0.0
PTWE42 Andrézieux;2023-12-02;;2023-12-02;1948.4;2023;12;
PTWE49;;;2023-12-02;3146.0;2023;12;
PTWE89;2023-12-02;0.0;2023-12-02;;2023;12;
PTWE35;2023-12-03;1440.0;2023-12-03;;2023;12;
PTWE42 Andrézieux;2023-12-03;;2023-12-03;;2023;12;
PTWE89;2023-12-03;46.0;2023-12-03;;2023;12;
PTWE35;2023-12-04;39922.0;2023-12-04;;2023;12;
PTWE42 Andrézieux;2023-12-04;;2023-12-04;;2023;12;
PTWE89;2023-12-04;4694.0;2023-12-04;984.0;2023;12;4.770325203252033
PTWE35;2023-12-05;40960.0;2023-12-05;9441.69;2023;12;4.338206401608186
PTWE42 Andrézieux;2023-12-05;;2023-12-05;1410.0;2023;12;
PTWE49;;;2023-12-05;4206.84;2023;12;
PTWE89;2023-12-05;4563.0;2023-12-05;911.4;2023;12;5.00658327847268
PTWE35;2023-12-06;37942.0;2023-12-06;11072.878;2023;12;3.4265707614587644
PTWE42 Andrézieux;2023-12-06;;2023-12-06;1264.6;2023;12;
PTWE49;;;2023-12-06;5291.44;2023;12;
PTWE89;2023-12-06;3715.0;2023-12-06;522.8;2023;12;7.105967865340475
PTWE35;2023-12-07;33886.0;2023-12-07;9727.42;2023;12;3.483554734965695
PTWE42 Andrézieux;2023-12-07;;2023-12-07;1016.8;2023;12;
PTWE49;;;2023-12-07;5067.04;2023;12;
PTWE89;2023-12-07;5042.0;2023-12-07;1027.8;2023;12;4.905623662191088
PTWE35;2023-12-08;29175.0;2023-12-08;8821.0;2023;12;3.3074481351320713
PTWE42 Andrézieux;2023-12-08;;2023-12-08;374.0;2023;12;
PTWE49;;;2023-12-08;5336.32;2023;12;
PTWE89;2023-12-08;1769.0;2023-12-08;598.96;2023;12;2.9534526512621877
PTWE35;2023-12-09;0.0;2023-12-09;;2023;12;
PTWE42 Andrézieux;2023-12-09;;2023-12-09;;2023;12;
PTWE89;2023-12-09;0.0;2023-12-09;;2023;12;
PTWE35;2023-12-10;1058.0;2023-12-10;;2023;12;
PTWE42 Andrézieux;2023-12-10;;2023-12-10;;2023;12;
PTWE89;2023-12-10;0.0;2023-12-10;;2023;12;
PTWE35;2023-12-11;36083.0;2023-12-11;8283.54;2023;12;4.355987898893468
PTWE42 Andrézieux;2023-12-11;;2023-12-11;311.8;2023;12;
PTWE49;;;2023-12-11;4567.728;2023;12;
PTWE89;2023-12-11;1722.0;2023-12-11;;2023;12;
PTWE35;2023-12-12;34256.0;2023-12-12;8246.446;2023;12;4.1540319308463305
PTWE42 Andrézieux;2023-12-12;;2023-12-12;2034.0;2023;12;
PTWE49;;;2023-12-12;3690.368;2023;12;
PTWE89;2023-12-12;4985.0;2023-12-12;668.88;2023;12;7.452756847267073
PTWE35;2023-12-13;37617.0;2023-12-13;8981.322;2023;12;4.188358907519405
PTWE42 Andrézieux;2023-12-13;;2023-12-13;2442.0;2023;12;
PTWE49;;;2023-12-13;5518.128;2023;12;
PTWE89;2023-12-13;4932.0;2023-12-13;;2023;12;
PTWE35;2023-12-14;41038.0;2023-12-14;9903.682;2023;12;4.143711399457293
PTWE42 Andrézieux;2023-12-14;;2023-12-14;2449.6;2023;12;
PTWE49;;;2023-12-14;5361.487999999999;2023;12;
PTWE89;2023-12-14;4946.0;2023-12-14;2625.28;2023;12;1.8839895173086298
PTWE35;2023-12-15;33823.0;2023-12-15;10437.2;2023;12;3.240620089679224
PTWE42 Andrézieux;2023-12-15;;2023-12-15;2850.0;2023;12;
PTWE49;;;2023-12-15;5249.9039999999995;2023;12;
PTWE89;2023-12-15;2757.0;2023-12-15;163.2;2023;12;16.893382352941178
PTWE35;2023-12-16;0.0;2023-12-16;;2023;12;
PTWE42 Andrézieux;2023-12-16;;2023-12-16;;2023;12;
PTWE89;2023-12-16;0.0;2023-12-16;;2023;12;
PTWE35;2023-12-17;902.0;2023-12-17;;2023;12;
PTWE42 Andrézieux;2023-12-17;;2023-12-17;;2023;12;
PTWE89;2023-12-17;0.0;2023-12-17;;2023;12;
PTWE35;2023-12-18;21043.0;2023-12-18;9795.6;2023;12;2.1482094001388377
PTWE42 Andrézieux;2023-12-18;;2023-12-18;1916.0;2023;12;
PTWE49;;;2023-12-18;5686.384;2023;12;
PTWE89;2023-12-18;5290.0;2023-12-18;34.739999999999995;2023;12;152.27403569372484
PTWE35;2023-12-19;27265.0;2023-12-19;4873.78;2023;12;5.594220502361617
PTWE42 Andrézieux;2023-12-19;;2023-12-19;2406.6;2023;12;
PTWE49;;;2023-12-19;5220.512;2023;12;
PTWE89;2023-12-19;5156.0;2023-12-19;;2023;12;
PTWE35;2023-12-20;20043.0;2023-12-20;7631.11;2023;12;2.6264855309384876
PTWE42 Andrézieux;2023-12-20;;2023-12-20;2277.2;2023;12;
PTWE49;;;2023-12-20;4061.904;2023;12;
PTWE89;2023-12-20;4628.0;2023-12-20;36.44;2023;12;127.00329308452251
PTWE35;2023-12-21;0.0;2023-12-21;6348.07;2023;12;0.0
PTWE42 Andrézieux;2023-12-21;3601.0;2023-12-21;3461.0;2023;12;1.0404507367812772
PTWE49;;;2023-12-21;1618.144;2023;12;
PTWE89;2023-12-21;4901.0;2023-12-21;680.08;2023;12;7.206505117045053
PTWE35;2023-12-22;46.0;2023-12-22;;2023;12;
PTWE42 Andrézieux;2023-12-22;2104.0;2023-12-22;1426.6;2023;12;1.4748352726762934
PTWE89;2023-12-22;0.0;2023-12-22;;2023;12;
PTWE35;2023-12-23;0.0;2023-12-23;;2023;12;
PTWE42 Andrézieux;2023-12-23;0.0;2023-12-23;;2023;12;
PTWE89;2023-12-23;0.0;2023-12-23;;2023;12;
PTWE35;2023-12-24;0.0;2023-12-24;;2023;12;
PTWE42 Andrézieux;2023-12-24;0.0;2023-12-24;;2023;12;
PTWE89;2023-12-24;0.0;2023-12-24;;2023;12;
PTWE35;2023-12-25;0.0;2023-12-25;;2023;12;
PTWE42 Andrézieux;2023-12-25;0.0;2023-12-25;;2023;12;
PTWE89;2023-12-25;0.0;2023-12-25;;2023;12;
PTWE35;2023-12-26;0.0;2023-12-26;;2023;12;
PTWE42 Andrézieux;2023-12-26;0.0;2023-12-26;;2023;12;
PTWE89;2023-12-26;0.0;2023-12-26;;2023;12;
PTWE35;2023-12-27;0.0;2023-12-27;;2023;12;
PTWE42 Andrézieux;2023-12-27;0.0;2023-12-27;;2023;12;
PTWE89;2023-12-27;0.0;2023-12-27;;2023;12;
PTWE35;2023-12-28;0.0;2023-12-28;;2023;12;
PTWE42 Andrézieux;2023-12-28;0.0;2023-12-28;;2023;12;
PTWE89;2023-12-28;0.0;2023-12-28;;2023;12;
PTWE35;2023-12-29;0.0;2023-12-29;;2023;12;
PTWE42 Andrézieux;2023-12-29;0.0;2023-12-29;;2023;12;
PTWE89;2023-12-29;0.0;2023-12-29;;2023;12;
PTWE35;2023-12-30;0.0;2023-12-30;;2023;12;
PTWE42 Andrézieux;2023-12-30;0.0;2023-12-30;;2023;12;
PTWE89;2023-12-30;0.0;2023-12-30;;2023;12;
PTWE35;2023-12-31;0.0;2023-12-31;;2023;12;
PTWE42 Andrézieux;2023-12-31;0.0;2023-12-31;;2023;12;
PTWE89;2023-12-31;0.0;2023-12-31;;2023;12;
PTWE35;2024-01-01;0.0;2024-01-01;;2024;1;
PTWE42 Andrézieux;2024-01-01;0.0;2024-01-01;;2024;1;
PTWE89;2024-01-01;0.0;2024-01-01;;2024;1;
PTWE35;2024-01-02;2438.0;2024-01-02;;2024;1;
PTWE42 Andrézieux;2024-01-02;647.0;2024-01-02;;2024;1;
PTWE89;2024-01-02;0.0;2024-01-02;;2024;1;
PTWE35;2024-01-03;34648.0;2024-01-03;;2024;1;
PTWE42 Andrézieux;2024-01-03;5995.0;2024-01-03;816.8;2024;1;7.339618021547503
PTWE89;2024-01-03;3595.0;2024-01-03;;2024;1;
PTWE35;2024-01-04;34024.0;2024-01-04;9203.4;2024;1;3.6968946258991244
PTWE42 Andrézieux;2024-01-04;4049.0;2024-01-04;2356.6;2024;1;1.7181532716625647
PTWE49;;;2024-01-04;5652.416;2024;1;
PTWE89;2024-01-04;4973.0;2024-01-04;;2024;1;
PTWE35;2024-01-05;27548.0;2024-01-05;8602.71;2024;1;3.2022467338780456
PTWE42 Andrézieux;2024-01-05;3560.0;2024-01-05;2884.6;2024;1;1.2341399154128823
PTWE49;;;2024-01-05;5555.44;2024;1;
PTWE89;2024-01-05;1212.0;2024-01-05;;2024;1;
PTWE35;2024-01-06;0.0;2024-01-06;8115.24;2024;1;0.0
PTWE42 Andrézieux;2024-01-06;0.0;2024-01-06;2031.6;2024;1;0.0
PTWE49;;;2024-01-06;4561.04;2024;1;
PTWE89;2024-01-06;0.0;2024-01-06;;2024;1;
PTWE35;2024-01-07;2206.0;2024-01-07;;2024;1;
PTWE42 Andrézieux;2024-01-07;531.0;2024-01-07;;2024;1;
PTWE89;2024-01-07;46.0;2024-01-07;;2024;1;
PTWE35;2024-01-08;37768.0;2024-01-08;;2024;1;
PTWE42 Andrézieux;2024-01-08;5525.0;2024-01-08;;2024;1;
PTWE89;2024-01-08;4129.0;2024-01-08;;2024;1;
PTWE35;2024-01-09;39851.0;2024-01-09;9270.15;2024;1;4.2988516906414675
PTWE42 Andrézieux;2024-01-09;6175.0;2024-01-09;2711.6;2024;1;2.277253282195014
PTWE49;;;2024-01-09;3475.12;2024;1;
PTWE89;2024-01-09;5456.0;2024-01-09;;2024;1;
PTWE35;2024-01-10;35300.0;2024-01-10;10836.92;2024;1;3.2573830940894646
PTWE42 Andrézieux;2024-01-10;5243.0;2024-01-10;3274.0;2024;1;1.6014050091631031
PTWE49;;;2024-01-10;5487.68;2024;1;
PTWE89;2024-01-10;5253.0;2024-01-10;3623.8;2024;1;1.449583310337215
PTWE35;2024-01-11;36506.0;2024-01-11;9374.74;2024;1;3.8940813291888627
PTWE42 Andrézieux;2024-01-11;5730.0;2024-01-11;2791.4;2024;1;2.052733395428817
PTWE49;;;2024-01-11;5690.96;2024;1;
PTWE89;2024-01-11;5204.0;2024-01-11;;2024;1;
PTWE35;2024-01-12;24967.0;2024-01-12;9924.02;2024;1;2.5158151636131323
PTWE42 Andrézieux;2024-01-12;3786.0;2024-01-12;4742.0;2024;1;0.798397300716997
PTWE49;;;2024-01-12;5543.648;2024;1;
PTWE89;2024-01-12;2935.0;2024-01-12;2175.36;2024;1;1.3492019711679906
PTWE35;2024-01-13;0.0;2024-01-13;;2024;1;
PTWE42 Andrézieux;2024-01-13;0.0;2024-01-13;;2024;1;
PTWE89;2024-01-13;0.0;2024-01-13;;2024;1;
PTWE35;2024-01-14;2761.0;2024-01-14;;2024;1;
PTWE42 Andrézieux;2024-01-14;681.0;2024-01-14;;2024;1;
PTWE89;2024-01-14;12.0;2024-01-14;;2024;1;
PTWE35;2024-01-15;31478.0;2024-01-15;8868.738;2024;1;3.549321222478328
PTWE42 Andrézieux;2024-01-15;5477.0;2024-01-15;1934.0;2024;1;2.8319544984488108
PTWE49;;;2024-01-15;5580.871999999999;2024;1;
PTWE89;2024-01-15;4958.0;2024-01-15;1103.84;2024;1;4.491592984490506
PTWE35;2024-01-16;35918.0;2024-01-16;8561.589;2024;1;4.195249269732523
PTWE42 Andrézieux;2024-01-16;6221.0;2024-01-16;2305.6;2024;1;2.698213046495489
PTWE49;;;2024-01-16;5274.368;2024;1;
PTWE89;2024-01-16;5063.0;2024-01-16;1089.0;2024;1;4.649219467401285
PTWE35;2024-01-17;29665.0;2024-01-17;9016.824;2024;1;3.289961077204124
PTWE42 Andrézieux;2024-01-17;5955.0;2024-01-17;2524.0;2024;1;2.359350237717908
PTWE49;;;2024-01-17;5533.44;2024;1;
PTWE89;2024-01-17;4872.0;2024-01-17;2646.24;2024;1;1.8411028478142573
PTWE35;2024-01-18;26729.0;2024-01-18;9116.044;2024;1;2.932083258922401
PTWE42 Andrézieux;2024-01-18;5424.0;2024-01-18;2453.6;2024;1;2.2106292794261493
PTWE49;;;2024-01-18;5487.679999999999;2024;1;
PTWE89;2024-01-18;5053.0;2024-01-18;1513.98;2024;1;3.3375606018573563
PTWE35;2024-01-19;0.0;2024-01-19;7409.154;2024;1;0.0
PTWE42 Andrézieux;2024-01-19;3825.0;2024-01-19;2422.0;2024;1;1.5792733278282411
PTWE49;;;2024-01-19;5609.12;2024;1;
PTWE89;2024-01-19;3056.0;2024-01-19;730.54;2024;1;4.183206942809429
PTWE35;2024-01-20;0.0;2024-01-20;;2024;1;
PTWE42 Andrézieux;2024-01-20;0.0;2024-01-20;;2024;1;
PTWE89;2024-01-20;0.0;2024-01-20;;2024;1;
PTWE35;2024-01-21;721.0;2024-01-21;;2024;1;
PTWE42 Andrézieux;2024-01-21;549.0;2024-01-21;;2024;1;
PTWE89;2024-01-21;12.0;2024-01-21;;2024;1;
PTWE35;2024-01-22;15094.0;2024-01-22;;2024;1;
PTWE42 Andrézieux;2024-01-22;4974.0;2024-01-22;1947.2;2024;1;2.5544371405094495
PTWE89;2024-01-22;5200.0;2024-01-22;;2024;1;
PTWE35;2024-01-23;37388.0;2024-01-23;3470.24;2024;1;10.773894600949792
PTWE42 Andrézieux;2024-01-23;3269.0;2024-01-23;1811.0;2024;1;1.805080066261734
PTWE49;;;2024-01-23;5448.08;2024;1;
PTWE89;2024-01-23;3321.0;2024-01-23;4022.74;2024;1;0.8255567101030641
PTWE35;2024-01-24;29110.0;2024-01-24;9766.87;2024;1;2.9804840240527413
