Site;Année;Mois;Semaine;Machine;Gaz (kWh);PE (kg)
PTWE49;2024.0;4.0;14;R3;0.0;5790.312
PTWE49;2024.0;4.0;14;R4;0.0;7432.48
PTWE49;2024.0;4.0;15;R1;0.0;8198.08
PTWE49;2024.0;4.0;15;R2;0.0;8363.52
PTWE49;2024.0;4.0;15;R3;0.0;4540.624
PTWE49;2024.0;4.0;15;R4;0.0;7267.04
PTWE49;2024.0;4.0;16;R1;0.0;9801.0
PTWE49;2024.0;4.0;16;R2;0.0;10668.0
PTWE49;2024.0;4.0;16;R3;0.0;5220.0
PTWE49;2024.0;4.0;16;R4;0.0;6069.0
PTWE49;2024.0;4.0;17;R1;0.0;8712.0
PTWE49;2024.0;4.0;17;R2;0.0;9398.0
PTWE49;2024.0;4.0;17;R3;0.0;5110.0
PTWE49;2024.0;4.0;17;R4;0.0;4737.0
PTWE49;2024.0;4.0;18;R1;0.0;2541.0
PTWE49;2024.0;4.0;18;R2;0.0;2413.0
PTWE49;2024.0;4.0;18;R3;0.0;2200.0
PTWE49;2024.0;4.0;18;R4;0.0;1287.0
PTWE49;2024.0;5.0;18;R1;0.0;2299.0
PTWE49;2024.0;5.0;18;R2;0.0;1778.0
PTWE49;2024.0;5.0;18;R3;0.0;4125.0
PTWE49;2024.0;5.0;18;R4;0.0;1144.0
PTWE49;2024.0;5.0;19;R1;0.0;847.0
PTWE49;2024.0;5.0;19;R2;0.0;889.0
PTWE49;2024.0;5.0;19;R3;0.0;825.0
PTWE49;2024.0;5.0;19;R4;0.0;1287.0
PTWE49;2024.0;5.0;20;R1;0.0;5687.0
PTWE49;2024.0;5.0;20;R2;0.0;7620.0
PTWE49;2024.0;5.0;20;R3;0.0;4575.0
PTWE49;2024.0;5.0;20;R4;0.0;3150.0
PTWE49;2024.0;5.0;21;R1;0.0;4961.0
PTWE49;2024.0;5.0;21;R2;0.0;7112.0
PTWE49;2024.0;5.0;21;R3;0.0;4960.0
PTWE49;2024.0;5.0;21;R4;0.0;3931.0
PTWE49;2024.0;5.0;22;R1;0.0;7260.0
PTWE49;2024.0;5.0;22;R2;0.0;6604.0
PTWE49;2024.0;5.0;22;R3;0.0;4750.0
PTWE49;2024.0;5.0;22;R4;0.0;6327.0
PTWE49;2024.0;6.0;22;R1;0.0;605.0
PTWE49;2024.0;6.0;22;R2;0.0;1524.0
PTWE49;2024.0;6.0;22;R3;0.0;825.0
PTWE49;2024.0;6.0;22;R4;0.0;1350.0
PTWE49;2024.0;6.0;23;R1;0.0;5808.0
PTWE49;2024.0;6.0;23;R2;0.0;4064.0
PTWE49;2024.0;6.0;23;R3;0.0;5300.0
PTWE49;2024.0;6.0;23;R4;0.0;5250.0
PTWE49;2024.0;6.0;24;R1;0.0;8228.0
PTWE49;2024.0;6.0;24;R2;0.0;8509.0
PTWE49;2024.0;6.0;24;R3;0.0;5610.0
PTWE49;2024.0;6.0;24;R4;0.0;5148.0
PTWE49;2024.0;6.0;25;R1;0.0;7381.0
PTWE49;2024.0;6.0;25;R2;0.0;6985.0
PTWE49;2024.0;6.0;25;R3;0.0;4500.0
PTWE49;2024.0;6.0;25;R4;0.0;6645.0
PTWE49;2024.0;6.0;26;R1;0.0;4477.0
PTWE49;2024.0;6.0;26;R2;0.0;6858.0
PTWE49;2024.0;6.0;26;R3;0.0;7650.0
PTWE49;2024.0;6.0;26;R4;0.0;7175.0
PTWE49;2024.0;7.0;27;R1;0.0;5808.0
PTWE49;2024.0;7.0;27;R2;0.0;6604.0
PTWE49;2024.0;7.0;27;R3;0.0;8880.0
PTWE49;2024.0;7.0;27;R4;0.0;7067.0
PTWE49;2024.0;7.0;28;R1;0.0;4719.0
PTWE49;2024.0;7.0;28;R2;0.0;6350.0
PTWE49;2024.0;7.0;28;R3;0.0;5150.0
PTWE49;2024.0;7.0;28;R4;0.0;3610.0
PTWE49;2024.0;7.0;29;R1;0.0;7502.0
PTWE49;2024.0;7.0;29;R2;0.0;7874.0
PTWE49;2024.0;7.0;29;R3;0.0;3500.0
PTWE49;2024.0;7.0;29;R4;0.0;6160.0
PTWE49;2024.0;7.0;30;R1;0.0;9680.0
PTWE49;2024.0;7.0;30;R2;0.0;8001.0
PTWE49;2024.0;7.0;30;R3;0.0;2050.0
PTWE49;2024.0;7.0;30;R4;0.0;6167.0
PTWE49;2024.0;7.0;31;R1;0.0;2299.0
PTWE49;2024.0;7.0;31;R2;0.0;2413.0
PTWE49;2024.0;7.0;31;R3;0.0;6850.0
PTWE49;2024.0;7.0;31;R4;0.0;3146.0
PTWE49;2024.0;8.0;31;R2;0.0;254.0
PTWE49;2024.0;8.0;31;R3;0.0;2750.0
PTWE49;2024.0;8.0;31;R4;0.0;2222.0
PTWE49;2024.0;8.0;35;R1;0.0;7744.0
PTWE49;2024.0;8.0;35;R2;0.0;6985.0
PTWE49;2024.0;8.0;35;R3;0.0;9085.0
PTWE49;2024.0;8.0;35;R4;0.0;7646.0
PTWE49;2024.0;9.0;36;R1;0.0;6013.0
PTWE49;2024.0;9.0;36;R2;0.0;6054.0
PTWE49;2024.0;9.0;36;R3;0.0;5440.0
PTWE49;2024.0;9.0;36;R4;0.0;5075.0
PTWE49;2024.0;9.0;37;R1;0.0;8763.0
PTWE49;2024.0;9.0;37;R2;0.0;10648.0
PTWE49;2024.0;9.0;37;R3;0.0;4780.0
PTWE49;2024.0;9.0;37;R4;0.0;4465.0
PTWE49;2024.0;9.0;38;R1;0.0;8636.0
PTWE49;2024.0;9.0;38;R2;0.0;7986.0
PTWE49;2024.0;9.0;38;R4;0.0;8040.0
PTWE49;2024.0;9.0;39;R1;0.0;4699.0
PTWE49;2024.0;9.0;39;R2;0.0;8712.0
PTWE49;2024.0;9.0;39;R3;0.0;4250.0
PTWE49;2024.0;9.0;39;R4;0.0;2323.0
PTWE49;2024.0;9.0;40;R1;0.0;1778.0
PTWE49;2024.0;9.0;40;R2;0.0;1694.0
PTWE49;2024.0;9.0;40;R4;0.0;750.0
PTWE49;2024.0;10.0;40;R1;0.0;4826.0
PTWE49;2024.0;10.0;40;R2;0.0;5566.0
PTWE49;2024.0;10.0;40;R3;0.0;5050.0
PTWE49;2024.0;10.0;40;R4;0.0;3872.0
PTWE49;2024.0;10.0;41;R1;0.0;4445.0
PTWE49;2024.0;10.0;41;R2;0.0;7744.0
PTWE49;2024.0;10.0;41;R3;0.0;8190.0
PTWE49;2024.0;10.0;41;R4;0.0;4840.0
PTWE49;2024.0;10.0;42;R1;0.0;9144.0
PTWE49;2024.0;10.0;42;R2;0.0;8591.0
PTWE49;2024.0;10.0;42;R3;0.0;8340.0
PTWE49;2024.0;10.0;42;R4;0.0;7548.0
PTWE49;2024.0;10.0;43;R1;0.0;5461.0
PTWE49;2024.0;10.0;43;R2;0.0;5324.0
PTWE49;2024.0;10.0;43;R3;0.0;4500.0
PTWE49;2024.0;10.0;43;R4;0.0;5365.0
PTWE89;2023.0;1.0;1;PRM3200;14996.960000000001;801.7
PTWE89;2023.0;1.0;1;SRM5000;14996.960000000001;4410.0
PTWE89;2023.0;1.0;2;PRM3200;15829.44;613.1
PTWE89;2023.0;1.0;3;PRM3200;16595.04;614.9
PTWE89;2023.0;1.0;4;PRM3200;14360.720000000001;504.1
PTWE89;2023.0;1.0;4;SRM5000;14360.720000000001;13236.0
PTWE89;2023.0;2.0;5;PRM3200;3498.0;340.0
PTWE89;2023.0;2.0;6;PRM3200;13842.4;449.4
PTWE89;2023.0;2.0;6;SRM5000;13842.4;2475.0
PTWE89;2023.0;2.0;7;PRM3200;18690.32;350.95
PTWE89;2023.0;2.0;7;SRM5000;18690.32;4105.0
PTWE89;2023.0;2.0;8;PRM3200;13762.32;111.0
PTWE89;2023.0;2.0;8;SRM5000;13762.32;4130.0
PTWE89;2023.0;2.0;9;SRM5000;6900.08;1970.0
PTWE89;2023.0;3.0;9;SRM5000;6211.92;1320.0
PTWE89;2023.0;3.0;10;PRM3200;19343.280000000002;468.0
PTWE89;2023.0;3.0;10;SRM5000;19343.280000000002;5548.0
PTWE89;2023.0;3.0;11;PRM3200;19519.28;233.7
PTWE89;2023.0;3.0;11;SRM5000;19519.28;4052.0
PTWE89;2023.0;3.0;12;PRM3200;17814.72;618.4
PTWE89;2023.0;3.0;12;SRM5000;17814.72;5930.0
PTWE89;2023.0;3.0;13;PRM3200;17463.6;506.64
PTWE89;2023.0;3.0;13;SRM5000;17463.6;3170.0
PTWE89;2023.0;4.0;14;PRM3200;19327.440000000002;164.2
PTWE89;2023.0;4.0;14;SRM5000;19327.440000000002;4290.0
PTWE89;2023.0;4.0;15;PRM3200;12530.32;579.02
PTWE89;2023.0;4.0;15;SRM5000;12530.32;3540.0
PTWE89;2023.0;4.0;17;PRM3200;18303.12;814.4
PTWE89;2023.0;4.0;17;SRM5000;18303.12;9120.0
PTWE89;2023.0;5.0;18;PRM3200;14542.880000000001;267.3
PTWE89;2023.0;5.0;18;SRM5000;14542.880000000001;3480.0
PTWE89;2023.0;5.0;19;PRM3200;13602.16;189.0
PTWE89;2023.0;5.0;19;SRM5000;13602.16;2970.0
PTWE89;2023.0;5.0;20;PRM3200;12865.6;835.6
PTWE89;2023.0;5.0;20;SRM5000;12865.6;3054.0
PTWE89;2023.0;5.0;21;PRM3200;13991.12;233.3
PTWE89;2023.0;5.0;21;SRM5000;13991.12;2960.0
PTWE89;2023.0;6.0;22;PRM3200;6204.0;156.9
PTWE89;2023.0;6.0;23;PRM3200;18936.72;824.3
PTWE89;2023.0;6.0;23;SRM5000;18936.72;4625.0
PTWE89;2023.0;6.0;24;PRM3200;19976.0;934.2
PTWE89;2023.0;6.0;24;SRM5000;19976.0;8000.0
PTWE89;2023.0;6.0;25;PRM3200;11809.6;271.5
PTWE89;2023.0;6.0;25;SRM5000;11809.6;3312.0
PTWE89;2023.0;6.0;26;PRM3200;18378.8;821.4
PTWE89;2023.0;6.0;26;SRM5000;18378.8;3964.0
PTWE89;2023.0;7.0;27;PRM3200;18624.32;58.2
PTWE89;2023.0;7.0;27;SRM5000;18624.32;4350.0
PTWE89;2023.0;7.0;28;PRM3200;14142.48;460.7
PTWE89;2023.0;7.0;28;SRM5000;14142.48;3770.0
PTWE89;2023.0;7.0;29;PRM3200;18040.88;977.0
PTWE89;2023.0;7.0;29;SRM5000;18040.88;6990.0
PTWE89;2023.0;7.0;30;PRM3200;17655.44;626.18
PTWE89;2023.0;7.0;30;SRM5000;17655.44;4885.0
PTWE89;2023.0;7.0;31;PRM3200;1474.88;79.44
PTWE89;2023.0;8.0;31;PRM3200;5408.4800000000005;772.4
PTWE89;2023.0;8.0;35;PRM3200;15827.68;573.3
PTWE89;2023.0;8.0;35;SRM5000;15827.68;4720.0
PTWE89;2023.0;9.0;35;PRM3200;2794.88;84.44
PTWE89;2023.0;9.0;35;SRM5000;2794.88;720.0
PTWE89;2023.0;9.0;36;PRM3200;19513.12;1150.96
PTWE89;2023.0;9.0;36;SRM5000;19513.12;5034.0
PTWE89;2023.0;9.0;37;PRM3200;19667.120000000003;755.86
PTWE89;2023.0;9.0;37;SRM5000;19667.120000000003;5760.0
PTWE89;2023.0;9.0;38;PRM3200;18736.96;383.18
PTWE89;2023.0;9.0;38;SRM5000;18736.96;4870.0
PTWE89;2023.0;9.0;39;PRM3200;14931.84;254.64000000000001
PTWE89;2023.0;9.0;39;SRM5000;14931.84;3145.0
PTWE89;2023.0;10.0;40;PRM3200;16522.879999999997;359.32
PTWE89;2023.0;10.0;40;SRM5000;16522.879999999997;3700.0
PTWE89;2023.0;10.0;41;PRM3200;20477.6;636.4
PTWE89;2023.0;10.0;41;SRM5000;20477.6;6240.0
PTWE89;2023.0;10.0;42;PRM3200;19899.44;752.4399999999999
PTWE89;2023.0;10.0;42;SRM5000;19899.44;6260.0
PTWE89;2023.0;10.0;43;PRM3200;19263.2;369.24
PTWE89;2023.0;10.0;43;SRM5000;19263.2;4130.0
PTWE89;2023.0;11.0;44;PRM3200;5186.72;289.18
PTWE89;2023.0;11.0;44;SRM5000;5186.72;3540.0
PTWE89;2023.0;11.0;45;PRM3200;14746.16;557.74
PTWE89;2023.0;11.0;45;SRM5000;14746.16;3080.0
PTWE89;2023.0;11.0;46;PRM3200;13918.960000000001;1045.48
PTWE89;2023.0;11.0;46;SRM5000;13918.960000000001;4292.0
PTWE89;2023.0;11.0;47;PRM3200;19285.2;667.4
PTWE89;2023.0;11.0;47;SRM5000;19285.2;4890.0
PTWE89;2023.0;11.0;48;PRM3200;16192.88;554.64
PTWE89;2023.0;11.0;48;SRM5000;16192.88;3360.0
PTWE89;2023.0;12.0;48;PRM3200;357.28000000000003;84.88
PTWE89;2023.0;12.0;48;SRM5000;357.28000000000003;560.0
PTWE89;2023.0;12.0;49;PRM3200;17409.04;234.96
PTWE89;2023.0;12.0;49;SRM5000;17409.04;3810.0
PTWE89;2023.0;12.0;50;PRM3200;17020.96;379.36
PTWE89;2023.0;12.0;50;SRM5000;17020.96;3078.0
PTWE89;2023.0;12.0;51;PRM3200;17578.0;151.26
PTWE89;2023.0;12.0;51;SRM5000;17578.0;600.0
PTWE89;2024.0;1.0;2;PRM3200;20230.32;379.15999999999997
PTWE89;2024.0;1.0;2;SRM5000;20230.32;5420.0
PTWE89;2024.0;1.0;3;PRM3200;20252.32;1008.6
PTWE89;2024.0;1.0;3;SRM5000;20252.32;6075.0
PTWE89;2024.0;1.0;4;PRM3200;16088.16;902.22
PTWE89;2024.0;1.0;4;SRM5000;16088.16;4880.0
PTWE89;2024.0;1.0;5;PRM3200;12936.0;364.7
PTWE89;2024.0;1.0;5;SRM5000;12936.0;2800.0
PTWE89;2024.0;2.0;5;PRM3200;6827.04;267.72
PTWE89;2024.0;2.0;5;SRM5000;6827.04;2800.0
PTWE89;2024.0;2.0;6;PRM3200;20141.44;507.56
PTWE89;2024.0;2.0;6;SRM5000;20141.44;5300.0
PTWE89;2024.0;2.0;7;PRM3200;19728.72;922.46
PTWE89;2024.0;2.0;7;SRM5000;19728.72;6450.0
PTWE89;2024.0;2.0;8;PRM3200;4474.8;621.74
PTWE89;2024.0;2.0;8;SRM5000;4474.8;1180.0
PTWE89;2024.0;2.0;9;PRM3200;17419.6;919.76
PTWE89;2024.0;2.0;9;SRM5000;17419.6;2390.0
PTWE89;2024.0;3.0;9;PRM3200;2352.2400000000002;95.24
PTWE89;2024.0;3.0;9;SRM5000;2352.2400000000002;528.0
PTWE89;2024.0;3.0;10;PRM3200;18274.08;368.34
PTWE89;2024.0;3.0;10;SRM5000;18274.08;5040.0
PTWE89;2024.0;3.0;11;PRM3200;19631.04;553.0
PTWE89;2024.0;3.0;11;SRM5000;19631.04;5040.0
PTWE89;2024.0;3.0;12;PRM3200;19536.0;382.46
PTWE89;2024.0;3.0;12;SRM5000;19536.0;4299.0
PTWE89;2024.0;3.0;13;PRM3200;16624.96;397.6
PTWE89;2024.0;3.0;13;SRM5000;16624.96;2275.0
PTWE89;2024.0;4.0;14;PRM3200;15504.72;301.76
PTWE89;2024.0;4.0;14;SRM5000;15504.72;4250.0
PTWE89;2024.0;4.0;15;PRM3200;18427.2;1053.76
PTWE89;2024.0;4.0;15;SRM5000;18427.2;4920.0
PTWE89;2024.0;4.0;16;PRM3200;19844.0;903.1
PTWE89;2024.0;4.0;16;SRM5000;19844.0;3373.0
PTWE89;2024.0;4.0;17;PRM3200;19948.72;905.3199999999999
PTWE89;2024.0;4.0;17;SRM5000;19948.72;4740.0
PTWE89;2024.0;4.0;18;PRM3200;8622.24;390.88
PTWE89;2024.0;4.0;18;SRM5000;8622.24;2260.0
PTWE89;2024.0;5.0;18;PRM3200;6707.360000000001;332.38
PTWE89;2024.0;5.0;18;SRM5000;6707.360000000001;2900.0
PTWE89;2024.0;5.0;19;PRM3200;8547.44;437.48
PTWE89;2024.0;5.0;19;SRM5000;8547.44;1200.0
PTWE89;2024.0;5.0;20;SRM5000;19157.6;5130.0
PTWE89;2024.0;5.0;21;PRM3200;19129.440000000002;2232.1
PTWE89;2024.0;5.0;21;SRM5000;19129.440000000002;5145.0
PTWE89;2024.0;5.0;22;PRM3200;12315.6;453.78000000000003
PTWE89;2024.0;5.0;22;SRM5000;12315.6;3840.0
PTWE89;2024.0;6.0;23;PRM3200;15511.76;1061.66
PTWE89;2024.0;6.0;23;SRM5000;15511.76;3847.0
PTWE89;2024.0;6.0;24;PRM3200;16284.400000000001;759.92
PTWE89;2024.0;6.0;24;SRM5000;16284.400000000001;3483.0
PTWE89;2024.0;6.0;25;PRM3200;18221.28;735.6
PTWE89;2024.0;6.0;25;SRM5000;18221.28;5018.0
PTWE89;2024.0;6.0;26;PRM3200;11822.8;768.0
PTWE89;2024.0;6.0;26;SRM5000;11822.8;4175.0
PTWE89;2024.0;7.0;27;PRM3200;15832.96;511.2
PTWE89;2024.0;7.0;27;SRM5000;15832.96;3300.0
PTWE89;2024.0;7.0;28;PRM3200;15214.32;475.15999999999997
PTWE89;2024.0;7.0;28;SRM5000;15214.32;2700.0
PTWE89;2024.0;7.0;29;PRM3200;15385.04;520.3
PTWE89;2024.0;7.0;29;SRM5000;15385.04;3250.0
PTWE89;2024.0;7.0;30;PRM3200;15501.2;481.03999999999996
PTWE89;2024.0;7.0;30;SRM5000;15501.2;3100.0
PTWE89;2024.0;7.0;31;PRM3200;7336.56;231.95999999999998
PTWE89;2024.0;7.0;31;SRM5000;7336.56;1260.0
PTWE89;2024.0;8.0;31;PRM3200;3930.96;62.739999999999995
PTWE89;2024.0;8.0;31;SRM5000;3930.96;756.0
PTWE89;2024.0;8.0;35;PRM3200;16641.68;849.66
PTWE89;2024.0;8.0;35;SRM5000;16641.68;2628.0
PTWE89;2024.0;9.0;36;PRM3200;17904.48;943.16
PTWE89;2024.0;9.0;36;SRM5000;17904.48;1740.0
PTWE89;2024.0;9.0;37;PRM3200;18612.0;881.78
PTWE89;2024.0;9.0;37;SRM5000;18612.0;5230.0
PTWE89;2024.0;9.0;38;PRM3200;17534.88;626.6
PTWE89;2024.0;9.0;38;SRM5000;17534.88;2470.0
PTWE89;2024.0;9.0;39;PRM3200;16428.72;719.14
PTWE89;2024.0;9.0;39;SRM5000;16428.72;2062.0
PTWE89;2024.0;10.0;40;PRM3200;12491.6;473.12
PTWE89;2024.0;10.0;40;SRM5000;12491.6;2781.0
PTWE89;2024.0;10.0;41;PRM3200;18923.52;476.74
PTWE89;2024.0;10.0;41;SRM5000;18923.52;4785.0
PTWE89;2024.0;10.0;42;PRM3200;19566.8;578.3
PTWE89;2024.0;10.0;42;SRM5000;19566.8;3412.0
PTWE89;2024.0;10.0;43;PRM3200;16276.48;842.58
PTWE89;2024.0;10.0;43;SRM5000;16276.48;6504.0
